timestamp,parameters,makespan,exec_time,num_particles,max_iter,w,c1,c2,mutation_rate,max_stagnation,early_stopping_window,improvement_threshold,is_best
2025-04-10T06:12:27.166396,,1738,46.98652172088623,30,500,0.8,0.5,0.75,1,20,,0.01,False
2025-04-10T06:13:12.765798,,1755,45.59940147399902,30,500,0.8,0.5,1,1,20,,0.01,False
2025-04-10T06:13:58.921996,,1756,46.156198263168335,30,500,0.8,0.75,0.5,1,20,,0.01,False
2025-04-10T06:14:41.644632,,1756,42.7226357460022,30,500,0.8,0.75,0.75,1,20,,0.01,False
2025-04-10T06:15:35.937923,,1727,54.27770972251892,30,500,0.8,0.75,1,1,20,,0.01,False
2025-04-10T06:16:19.403326,,1766,43.46540355682373,30,500,0.8,1,0.5,1,20,,0.01,False
2025-04-10T06:17:15.739153,,1734,56.320162296295166,30,500,0.8,1,0.75,1,20,,0.01,False
2025-04-10T06:18:04.725686,,1749,48.986533403396606,30,500,0.8,1,1,1,20,,0.01,False
2025-04-10T06:18:45.879119,,1776,41.153432846069336,30,500,0.9,0.5,0.5,1,20,,0.01,False
2025-04-10T06:19:33.782790,,1769,47.90367031097412,30,500,0.9,0.5,0.75,1,20,,0.01,False
2025-04-10T06:20:28.426936,,1753,54.64414668083191,30,500,0.9,0.5,1,1,20,,0.01,False
2025-04-10T06:21:15.567342,,1711,47.140405893325806,30,500,0.9,0.75,0.5,1,20,,0.01,False
2025-04-10T06:22:00.403701,,1754,44.83635854721069,30,500,0.9,0.75,0.75,1,20,,0.01,False
2025-04-10T06:22:49.096133,,1753,48.69243240356445,30,500,0.9,0.75,1,1,20,,0.01,False
2025-04-10T06:23:32.331053,,1796,43.23491954803467,30,500,0.9,1,0.5,1,20,,0.01,False
2025-04-10T06:24:17.171464,,1742,44.84041142463684,30,500,0.9,1,0.75,1,20,,0.01,False
2025-04-10T06:25:14.360543,,1698,57.18907880783081,30,500,0.9,1,1,1,20,,0.01,True
2025-04-10T06:25:26.554715,,1885,12.178552150726318,50,100,0.3,0.5,0.5,1,20,,0.01,False
2025-04-10T06:25:39.020625,,1801,12.450333595275879,50,100,0.3,0.5,0.75,1,20,,0.01,False
2025-04-10T06:25:51.467563,,1835,12.446938276290894,50,100,0.3,0.5,1,1,20,,0.01,False
2025-04-10T06:26:03.259681,,1735,11.792117595672607,50,100,0.3,0.75,0.5,1,20,,0.01,False
